ID_MP;REFERENCIAPROIMPO;TIPO;PROVEEDOR;REFERENCIAPROVEEDOR;NOMBRE;UNIDADDEMEDIDA;CLAVE;LARGO;ANCHO;ALTO;MINIMAPRODUCCION;PRECIOUNITARIO;DESPERDICIO;DOSIFICACION;CANTIDADAMORTIZACION;VALORMOLDE
1222;MP-1004;Pigmentos y Colorantes;;;PIGMENTO ROJO PT-41077-A;GR;N/A;N/A;N/A;N/A;;62.4;N/A;20;N/A;N/A
1223;MP-1029;Pigmentos y Colorantes;;;PIGMENTO VERDE PT-41937-A;GR;N/A;N/A;N/A;N/A;;35.7;N/A;20;N/A;N/A
1224;MP-1030;Pigmentos y Colorantes;;;PIGMENTO BLANCO PO-42200;GR;N/A;N/A;N/A;N/A;;23.6;N/A;20;N/A;N/A
1225;MP-1062;Pigmentos y Colorantes;;;PIGMENTO NARANJA PP-255;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1226;MP-1065;Pigmentos y Colorantes;;;PIGMENTO AZUL PT-41345-A;GR;N/A;N/A;N/A;N/A;;28;N/A;20;N/A;N/A
1227;MP-1066;Pigmentos y Colorantes;;;PIGMENTO AZUL GRANITO PO-41815;GR;N/A;N/A;N/A;N/A;;49.24;N/A;20;N/A;N/A
1228;MP-1067;Pigmentos y Colorantes;;;PIGMENTO VERDE GRANITO PO-4180;GR;N/A;N/A;N/A;N/A;;46.61;N/A;20;N/A;N/A
1229;MP-1068;Pigmentos y Colorantes;;;PIGMENTO ROSADO GRANITO PO-418;GR;N/A;N/A;N/A;N/A;;40.21;N/A;20;N/A;N/A
1230;MP-1069;Pigmentos y Colorantes;;;PIGMENTO PARDO PE-41869;GR;N/A;N/A;N/A;N/A;;22;N/A;20;N/A;N/A
1231;MP-1070;Pigmentos y Colorantes;;;PIGMENTO VERDE GRANITO PE-4190;GR;N/A;N/A;N/A;N/A;;41.5;N/A;20;N/A;N/A
1232;MP-1071;Pigmentos y Colorantes;;;PIGMENTO VERDE PE-41870;GR;N/A;N/A;N/A;N/A;;31.9;N/A;20;N/A;N/A
1233;MP-1072;Pigmentos y Colorantes;;;PIGMENTO VIOLETA PE-41881;GR;N/A;N/A;N/A;N/A;;24.4;N/A;20;N/A;N/A
1234;MP-1073;Pigmentos y Colorantes;;;PIGMENTO VERDE PE-41868;GR;N/A;N/A;N/A;N/A;;27.12;N/A;20;N/A;N/A
1235;MP-1100;Pigmentos y Colorantes;;;PIGMENTO ROJO SOLIDO PS-42270;GR;N/A;N/A;N/A;N/A;;102.47;N/A;20;N/A;N/A
1236;MP-1101;Pigmentos y Colorantes;;;PIGMENTO VERDE SOLIDO PS-42271;GR;N/A;N/A;N/A;N/A;;82.8;N/A;20;N/A;N/A
1237;MP-1103;Pigmentos y Colorantes;;;PIGMENTO ROJO PERLADO PE-42300;GR;N/A;N/A;N/A;N/A;;42.1;N/A;20;N/A;N/A
1238;MP-1104;Pigmentos y Colorantes;;;PIGMENTO AZUL PERLADO PE-42299;GR;N/A;N/A;N/A;N/A;;35.1;N/A;20;N/A;N/A
1239;MP-1105;Pigmentos y Colorantes;;;PIGMENTO VERDE PERLADO PE-4229;GR;N/A;N/A;N/A;N/A;;34.3;N/A;20;N/A;N/A
1240;MP-1115;Pigmentos y Colorantes;;;PIGMENTO VINOTINTO PO-42362;GR;N/A;N/A;N/A;N/A;;25.2;N/A;20;N/A;N/A
1241;MP-1116;Pigmentos y Colorantes;;;PIGMENTO GRIS PE-42368;GR;N/A;N/A;N/A;N/A;;41.4;N/A;20;N/A;N/A
1242;MP-1129;Pigmentos y Colorantes;;;PIGMENTO VIOLETA PT-37184-02-A;GR;N/A;N/A;N/A;N/A;;25.6;N/A;20;N/A;N/A
1243;MP-1130;Pigmentos y Colorantes;;;PIGMENTO AZUL TURQUEZA PT-4056;GR;N/A;N/A;N/A;N/A;;27;N/A;20;N/A;N/A
1244;MP-1134;Pigmentos y Colorantes;;;PIGMENTO AZUL SOLIDO PS-42530;GR;N/A;N/A;N/A;N/A;;27.6;N/A;20;N/A;N/A
1245;MP-1139;Pigmentos y Colorantes;;;PIGMENTO ROJO PO-42362-2;GR;N/A;N/A;N/A;N/A;;24.5;N/A;20;N/A;N/A
1246;MP-1150;Pigmentos y Colorantes;;;PIGMENTO AZUL PO-42659;GR;N/A;N/A;N/A;N/A;;34.4;N/A;20;N/A;N/A
1247;MP-1151;Pigmentos y Colorantes;;;PIGMENTO NARANJA PO-42658;GR;N/A;N/A;N/A;N/A;;35.6;N/A;20;N/A;N/A
1248;MP-1175;Pigmentos y Colorantes;;;PIGMENTO GRIS PS-42787;GR;N/A;N/A;N/A;N/A;;61.1;N/A;20;N/A;N/A
1249;MP-1176;Pigmentos y Colorantes;;;PIGMENTO BEIGE PS-42828;GR;N/A;N/A;N/A;N/A;;26.9;N/A;20;N/A;N/A
1250;MP-1177;Pigmentos y Colorantes;;;PIGMENTO ROSADO PS-42827;GR;N/A;N/A;N/A;N/A;;29.4;N/A;20;N/A;N/A
1251;MP-1178;Pigmentos y Colorantes;;;PIGMENTO VERDE PS-42810;GR;N/A;N/A;N/A;N/A;;29.9;N/A;20;N/A;N/A
1252;MP-1179;Pigmentos y Colorantes;;;PIGMENTO AZUL PS-42819;GR;N/A;N/A;N/A;N/A;;29;N/A;20;N/A;N/A
1253;MP-7895;Pigmentos y Colorantes;;;PIGMENTO VIOLETA 1607;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1254;MP-7898;Pigmentos y Colorantes;;;PIGMENTO VIOLETA 37892;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1255;MP-7902;Pigmentos y Colorantes;;;PIGMENTO VIOLETA 30270;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1256;MP-7903;Pigmentos y Colorantes;;;PIGMENTO GRIS 36400;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1257;MP-7905;Pigmentos y Colorantes;;;PIGMENTO BEIGE 5677;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1258;MP-7912;Pigmentos y Colorantes;;;PIGMENTO ROSADO 37893;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1259;MP-7913;Pigmentos y Colorantes;;;PIGMENTO ROSADO 16113;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1260;MP-7914;Pigmentos y Colorantes;;;PIGMENTO AMARILLO 31641;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1261;MP-7915;Pigmentos y Colorantes;;;PIGMENTO AMARILLO 28059;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1262;MP-7916;Pigmentos y Colorantes;;;PIGMENTO AMARILLO 2564;GR;N/A;N/A;N/A;N/A;;9.57;N/A;20;N/A;N/A
1263;MP-7917;Pigmentos y Colorantes;;;PIGMENTO ROJO 1023;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1264;MP-7918;Pigmentos y Colorantes;;;PIGMENTO ROJO 37391;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1265;MP-7919;Pigmentos y Colorantes;;;PIGMENTO ROJO 36500;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1266;MP-7920;Pigmentos y Colorantes;;;PIGMENTO ROJO 37751;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1267;MP-7921;Pigmentos y Colorantes;;;PIGMENTO ROJO 37752;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1268;MP-7922;Pigmentos y Colorantes;;;PIGMENTO ROJO 1062;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1269;MP-7923;Pigmentos y Colorantes;;;PIGMENTO ROJO 16193;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1270;MP-7967;Pigmentos y Colorantes;;;PIGMENTO VERDE 15961;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1271;MP-7968;Pigmentos y Colorantes;;;PIGMENTO VERDE 37595;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1272;MP-7969;Pigmentos y Colorantes;;;PIGMENTO VERDE 37749;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1273;MP-7970;Pigmentos y Colorantes;;;PIGMENTO VERDE 16251;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1274;MP-7971;Pigmentos y Colorantes;;;PIGMENTO VERDE 33434;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1275;MP-7972;Pigmentos y Colorantes;;;PIGMENTO VERDE 2672;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1276;MP-7973;Pigmentos y Colorantes;;;PIGMENTO VERDE 28753;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1277;MP-7974;Pigmentos y Colorantes;;;PIGMENTO VERDE 1445;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1278;MP-7975;Pigmentos y Colorantes;;;PIGMENTO VERDE 30612;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1279;MP-8006;Pigmentos y Colorantes;;;PIGMENTO AZUL 31187;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1280;MP-8007;Pigmentos y Colorantes;;;PIGMENTO AZUL PE-5458;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1281;MP-8008;Pigmentos y Colorantes;;;PIGMENTO AZUL 36618;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1282;MP-8009;Pigmentos y Colorantes;;;PIGMENTO AZUL 31142;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1283;MP-8010;Pigmentos y Colorantes;;;PIGMENTO AZUL 38618;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1284;MP-8011;Pigmentos y Colorantes;;;PIGMENTO AZUL 26213;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1285;MP-8012;Pigmentos y Colorantes;;;PIGMENTO AZUL 37747;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1286;MP-8014;Pigmentos y Colorantes;;;PIGMENTO AZUL 39854;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1287;MP-8015;Pigmentos y Colorantes;;;PIGMENTO AZUL 16455;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1288;MP-8016;Pigmentos y Colorantes;;;PIGMENTO AZUL 37748;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1289;MP-8017;Pigmentos y Colorantes;;;PIGMENTO AZUL 36587;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1290;MP-8018;Pigmentos y Colorantes;;;PIGMENTO AZUL 38800;GR;N/A;N/A;N/A;N/A;;1;N/A;20;N/A;N/A
1291;MP-8019;Pigmentos y Colorantes;;;PIGMENTO AZUL 11036;GR;N/A;N/A;N/A;N/A;N/A;1;N/A;20;N/A;N/A
1292;ML-0001;Activo Fijo;;;MOLDE VASO CLOXE;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;0;
1293;ML-018;Activo Fijo;;;MOLDE ACCESORIO SWING;UND;N/A;N/A;N/A;N/A;N/A;27.2;N/A;N/A;;
1294;ML-079;Activo Fijo;;;MOLDE VASO ARGON;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1295;ML-104;Activo Fijo;;;MOLDE TAPA ION;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1296;ML-146A;Activo Fijo;;;MOLDE BOTELLA TURBO;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1297;ML-168-1;Activo Fijo;;;MOLDE MUG KUPA VASO EXTERIOR B;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1298;ML-183;Activo Fijo;;;MOLDE VASO SCOTCH;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1299;ML-184;Activo Fijo;;;MOLDE BOTELLA RANK;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1300;ML-184-1;Activo Fijo;;;MOLDE ASA BOTELLA RANK;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1301;ML-186;Activo Fijo;;;MOLDE VASO MOKY;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1302;ML-186-1;Activo Fijo;;;MOLDE TAPA VASO MOKY;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1303;ML-190;Activo Fijo;;;MOLDE TERMO MATCH;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1304;ML-190-1;Activo Fijo;;;MOLDE TERMO MATCH TAPA 1;UND;N/A;N/A;N/A;N/A;N/A;4.43;N/A;N/A;;
1305;ML-190-2;Activo Fijo;;;MOLDE TERMO MATCH TAPITA;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1306;ML-190-3;Activo Fijo;;;MOLDE TERMO MATCH MANIJA;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1307;ML-191-1;Activo Fijo;;;MOLDE BASE 1 LAIKY;UND;N/A;N/A;N/A;N/A;N/A;24.03;N/A;N/A;;
1308;ML-191-2;Activo Fijo;;;MOLDE BASE 2 LAIKY;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1309;ML-191-3;Activo Fijo;;;MOLDE TAPA CUBIERTOS LAIKY;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1310;ML-191-4;Activo Fijo;;;MOLDE CUBIERTOS LAIKY;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1311;ML-191-5;Activo Fijo;;;MOLDE TAPA LAIKY;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1312;ML-192-1;Activo Fijo;;;MOLDE TAPA BOWL SISKO;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1313;ML-192-2;Activo Fijo;;;MOLDE BASE BOWL SISKO;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1314;ML-194;Activo Fijo;;;MOLDE PORTAVASO TOKI;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1315;ML-195;Activo Fijo;;;MOLDE TAPA ALCANCIA;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1316;ML-202;Activo Fijo;;;MOLDE BUTACO KEDE;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1317;ML-202-T;Activo Fijo;;;MOLDE TAPA BUTACO KEDE;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1318;ML-203-1;Activo Fijo;;;MOLDE BOTELLA TRY;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1319;ML-203-2;Activo Fijo;;;MOLDE CUERPO SUPERIOR BOTELLA;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1320;ML-203-3;Activo Fijo;;;MOLDE TAPA BOTELLA TRY;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1321;ML-204;Activo Fijo;;;MOLDE RELOJ TURIS;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1322;ML-205;Activo Fijo;;;MOLDE PREFORMA VASO PUMP;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1323;ML-206-1;Activo Fijo;;;MOLDE CONTENEDOR KON;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1324;ML-206-2;Activo Fijo;;;MOLDE TAPA CONTENEDOR KON;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1325;ML-207-1;Activo Fijo;;;MOLDE CONTENEDOR LAPA-TAPA;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1326;ML-208;Activo Fijo;;;MOLDE SOPORTE SKY;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1327;ML-2115;Activo Fijo;;;MOLDE PREFORMA 21-15;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1328;ML-212;Activo Fijo;;;MOLDE CONTENEDOR KUS;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1329;ML-213;Activo Fijo;;;MOLDE ACCESORIO NES;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1330;ML-214;Activo Fijo;;;MOLDE CONTENEDOR TAS;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1331;ML-214-1;Activo Fijo;;;MOLDE CONTENEDOR TAS BROCHE;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1332;ML-215;Activo Fijo;;;MOLDE ESTUCHE SEN;UND;N/A;N/A;N/A;N/A;N/A;5.06;N/A;N/A;;
1333;ML-216;Activo Fijo;;;MOLDE JARRA SOT;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1334;ML-216-1;Activo Fijo;;;MOLDE TAPA JARRA SOT;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1335;ML-217;Activo Fijo;;;MOLDE VASO SIK;UND;N/A;N/A;N/A;N/A;N/A;2.9;N/A;N/A;;
1336;ML-218;Activo Fijo;;;MOLDE VASO VIECI INTERNO;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1337;ML-219;Activo Fijo;;;MOLDE SUPER BOWL;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1338;ML-220;Activo Fijo;;;MOLDE BOTELLA KUL;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1339;ML-220-1;Activo Fijo;;;MOLDE TAPA BOTELLA KUL;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1340;ML-221;Activo Fijo;;;MOLDE CONTENEDOR KAMPI G;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1341;ML-221-2;Activo Fijo;;;MOLDE VALVULA KAMPI GENERICA;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1342;ML-222;Activo Fijo;;;MOLDE CONTENEDOR KAMPI M;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1343;ML-223;Activo Fijo;;;MOLDE CONTENEDOR KAMPI P;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1344;ML-225;Activo Fijo;;;MOLDE CONTENEDOR GUO;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1345;ML-226;Activo Fijo;;;MOLDE CAJA ORGANIZADORA ZUO;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1346;ML-229;Activo Fijo;;;MOLDE CONTENEDOR PRAK;UND;N/A;N/A;N/A;N/A;N/A;17.25;N/A;N/A;;
1347;ML-230;Activo Fijo;;;MOLDE ESTUCHE SIS;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1348;ML-231;Activo Fijo;;;MOLDE KUS 500 ML;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1349;ML-232;Activo Fijo;;;MOLDE BANDEJA VOK;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1350;ML-234;Activo Fijo;;;MOLDE VASO KRIS;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1351;ML-235;Activo Fijo;;;MOLDE CUCHARA TRIN;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1352;ML-235-1;Activo Fijo;;;MOLDE TENEDOR TRIN;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1353;ML-236-1;Activo Fijo;;;MOLDE TAPA PURE;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1354;ML-236-2;Activo Fijo;;;MOLDE ACCESORIO PURE;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1355;ML-236-3;Activo Fijo;;;MOLDE ENVASE PURE;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1356;ML-238-1;Activo Fijo;;;MOLDE TAPA KABI;UND;N/A;N/A;N/A;N/A;N/A;2.02;N/A;N/A;;
1357;ML-238-2;Activo Fijo;;;MOLDE CARABINERO KABI;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1358;ML-238-3;Activo Fijo;;;MOLDE ENVASE KABI;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1359;ML-239;Activo Fijo;;;MOLDE CARETA BUP;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1360;ML-241;Activo Fijo;;;MOLDE ENVASE PIRA;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1361;ML-242;Activo Fijo;;;MOLDE ENVASE NUO;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1362;ML-243;Activo Fijo;;;MOLDE BOTELLA DRUM 500 ML;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1363;ML-244;Activo Fijo;;;MOLDE BOTELLA DRUM 1000 ML;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1364;ML-248;Activo Fijo;;;MOLDE PANDERETA TAMBU;UND;N/A;N/A;N/A;N/A;N/A;1.08;N/A;N/A;;
1365;ML-249;Activo Fijo;;;MOLDE BOTELLA KATCH;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1366;ML-249-1;Activo Fijo;;;MOLDE FUNDA KATCH;UND;N/A;N/A;N/A;N/A;N/A;5.25;N/A;N/A;;
1367;ML-250;Activo Fijo;;;MOLDE ADORNO NAVIDAD KALE (BOL;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1368;ML-250-1;Activo Fijo;;;MOLDE TAPA ADORNO NAVIDAD KALE;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1369;ML-2825;Activo Fijo;;;MOLDE PREFORMA 28MM 25GR;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1370;ML-2835;Activo Fijo;;;MOLDE PREFORMA 28MM 35GR;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1371;ML-7543;Activo Fijo;;;MOLDE PREFORMA SNAPON 7543;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;;
1372;ML-4353;Activo Fijo;;;MOLDE PREFORMA 4353;UND;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;500000;21848450
1373;MP-0418;Pigmentos y Colorantes;;;PIGMENTO AZUL PT-13374;GR;N/A;N/A;N/A;N/A;N/A;27;N/A;20;;
1374;MP-0339;Pigmentos y Colorantes;;;COLORANTE WASOL BLUE;GR;N/A;N/A;N/A;N/A;N/A;103;N/A;0.2;;
1375;MP-0545;Insumo;;;PITILLO AZUL VERALXEDGE 7.8X295 REBORDE;UND;N/A;N/A;N/A;N/A;N/A;77;N/A;N/A;;
